Name, RA, Dec, N_exp, SNR
AX_Cir,223.148027,-63.81082,9,596.614481889
HD916731,52.70627,-45.9333,17,235.536706269
Pallas,150.971492,-21.90795,3,253.328442935
HIP54769,168.195305,-5.11737,1,148.2
NGC2925No108,143.225997,-53.46116,13,186.688082105
blg226.3_141086,271.854333,-27.61398,2,1.74928556845
LRc09_E2_1288,289.004553,-2.06272,2,8.74585616163
NGC6208No31,252.336112,-53.70509,6,46.2699686622
HQ-Car,155.130916,-61.25133,2,31.9690475304
V465_Mon,107.0325,0.06257,1,0.3
HATS585-006,335.507573,-19.79156,4,7.22979944397
HD700488,133.508044,-30.861,3,22.1858062734
HATS602-063,115.825414,-27.32937,4,7.49733285909
HD203050,319.798574,22.37286,1,113.2
HATS585-008,340.463505,-20.50167,2,7.82304288624
HD206860,326.130265,14.76965,16,474.4386894
NGC2355No.398,109.27038,13.74401,1,36.2
HATS554-024,107.711804,-20.0557,2,13.978555004
HD93800,162.379404,-6.77053,2,70.3741429788
NGC2345No.14,107.073175,-13.19285,8,103.845173215
blg184.6_111747,270.545239,-30.56462,11,4.91833305094
blg216.3_150220,270.786495,-28.18872,5,9.56033472217
J0543-57,85.963031,-57.16553,42,65.2453063446
R_Mus,190.51901,-69.40981,3,184.113090246
HD806276,20.135143,-11.46633,17,381.223884351
NGC2251No.35,98.642094,8.42059,3,58.6654071835
V659_Cen,202.889301,-61.58457,3,143.086652068
HD007661,19.101323,-12.09527,16,392.717060999
blg234.5_52419,271.280761,-26.95206,2,0.921954445729
NGC3960No.44,177.656724,-55.68631,6,32.4229856737
LMC513.13.55,76.399929,-65.2894,7,10.3368273663
blg147.3_33569,267.686752,-32.9934,2,0.360555127546
blg129.1_156289,265.980202,-34.37479,3,0.994987437107
LRa05_E2_2143,90.473412,7.46875,2,5.59016994375
HD5248,13.537477,-18.0368,9,170.96213031
HD190751,301.477606,18.24121,1,108.9
Irene,179.619952,15.57794,1,82.0
HD221609,353.442316,-36.26525,1,103.5
VW-PHe,21.392211,-41.80953,9,153.926703336
LMC562.25.11250,87.393439,-67.21384,1,3.3
SRa03_E2_1073,97.451718,0.56379,5,13.8264239773
Massalia,33.322622,13.0254,1,84.0
blg214.6_14507,269.163626,-28.26581,1,0.4
blg141.2_160741,268.554925,-33.61386,1,0.7
HD217958,346.137681,-25.69585,1,103.4
HD205674,324.338122,-18.44387,1,95.7
solar_spectrum,108.125169,-42.66666,1,357.3
VW_Ret,66.395629,-60.75837,3,110.447906273
HD220689,351.470893,-20.61515,31,656.269060676
Ganimede,106.603248,22.6863,79,1673.66686649
HD016765,40.308833,-0.69831,8,470.456161613
HATS581-012,305.789145,-24.49328,33,173.527778756
HD000984,3.542636,-7.19891,18,454.133867929
HD169178,276.209275,-34.18999,11,244.723864795
HATS586-003,343.805272,-20.45784,7,51.2817706403
HATS631-001,341.450067,-26.2786,2,28.6567618548
psi-Cen,215.139163,-37.88429,2,561.198048821
HATS568-003,207.420691,-23.73058,19,58.3481790633
HD164249,270.76364,-51.65009,15,404.638641259
HATS626-005,304.669914,-26.48326,12,79.1090386745
HD171488,278.580728,18.68522,8,248.361591233
HIP114328,347.319513,-40.99127,22,378.590517578
HATS700-010,195.796762,-41.3897,3,28.3054765019
HD846634,142.645068,10.59847,5,182.71680273
HATS700-004,193.551797,-46.5885,16,51.2284100866
HATS551-017,84.727015,-25.64301,5,36.1152322435
HATS549-008,68.087663,-20.71012,3,24.4855059168
HATS588-005,359.561771,-29.61113,14,104.052006228
HATS551-006,80.68157,-21.90462,3,37.3371129039
CWW_090,289.152087,-17.21794,13,82.2834734318
HD347929,271.848977,19.70373,3,98.8432091749
HATS756-006,28.628952,-59.51025,3,34.7836168332
V636_Sco,260.693941,-45.61525,6,393.366775414
HIP25410,81.52069,16.69353,4,512.838980578
HIP39535,121.185987,18.83816,5,607.813088046
Pallas,152.12527,13.36739,1,21.9
Pallas,148.467189,-15.39934,1,99.4
SDSSJ114323.42+202058.0,175.843506,20.34387,1,2.7
HATS584-009,331.592541,-21.04336,3,39.0996163664
BP_Cir,221.676822,-61.46318,6,249.738683427
HATS551-012,82.608725,-21.78277,3,21.42568552
1RXS-J090911.4-122130,137.29796,-12.36082,1,147.6
HD126238,216.375555,-43.64654,1,120.7
HD837288,114.844068,2.18086,8,147.780174584
HD914931,184.777542,-63.16544,3,80.2602641411
HD82106,142.476075,5.65421,1,152.9
HD850156,153.577007,21.07052,2,60.5706199407
Pallas,151.568281,13.17181,1,70.3
SW0136-5039,24.170528,-50.65911,58,111.155791572
SW0318-4118,49.563103,-41.30146,28,83.9558217159
NLTT,107.555057,-4.23654,1,158.4
FF_Aql,284.56026,17.35938,1,191.5
HD38801,86.997794,-8.32724,20,438.773836959
HD50499,103.00868,-33.9152,23,690.375941064
HD23127,54.849597,-60.07821,24,428.543848398
HD27631,64.941084,-41.96035,22,496.772885734
SW0239-5002,39.896856,-50.00863,27,331.137765892
HIP003033,9.642409,6.02116,22,380.874493764
HIP15310,49.384885,7.68789,7,290.914420406
HIP10540,33.937292,25.78015,2,177.101665718
HIP15206,49.011384,11.62504,5,231.693849724
HIP10672,34.330033,5.36071,5,202.664920497
HIP13042,41.897616,10.23013,3,115.664903925
HIP14792,47.754283,9.98968,3,172.097269008
HIP13600,43.815242,17.88754,3,162.710817096
HIP13684,44.060874,29.16213,2,130.56067555
HIP18719,60.162994,20.37699,2,127.053886206
HIP19386,62.290211,0.17833,2,166.18405459
HIP13834,44.523368,20.66786,2,162.346419733
HIP16377,52.747383,-0.12759,2,82.9980722668
HIP18692,60.069124,14.30026,3,174.705037134
HIP19098,61.415258,17.9356,2,112.820964364
HIP19148,61.568768,15.69713,2,155.969772713
HIP19261,61.926807,15.16213,2,123.547764043
HIP15532,50.027633,12.71427,2,61.9556292842
HIP15720,50.613634,27.15286,1,40.1
HIP18735,60.204267,18.19294,1,124.5
HIP15563,50.119192,8.45408,3,130.938649756
HIP16329,52.625732,20.1,2,149.088161837
HIP16908,54.396539,21.34237,1,92.2
HIP16548,53.273376,4.95818,1,31.5
HIP15300,49.342683,26.31109,1,30.7
HIP18975,60.987205,8.1959,1,159.5
HIP16896,54.342686,18.59295,2,143.024753102
HIP18096,58.02179,18.13437,1,92.0
HIP17128,55.028269,4.62968,3,140.22050492
HIP17950,57.566088,-1.52346,2,142.11702924
HIP19472,62.560822,17.36665,1,103.2
HIP17605,56.567034,7.68852,2,101.395315474
HIP17324,55.620179,26.56874,1,91.3
HIP18946,60.910477,19.45134,2,88.5214663231
HIP19117,61.478558,11.96432,1,91.5
HIP19441,62.455993,9.30062,1,74.6
HIP17779,57.09172,8.57925,1,88.1
HIP19481,62.591243,12.075,3,148.587785501
HIP17609,56.583035,26.21104,1,60.7
HIP19572,62.90477,29.82786,2,135.04051244
HIP20719,66.603463,16.85157,4,200.982536555
HIP17766,57.048305,7.1445,1,37.6
HIP20679,66.447524,18.01466,2,128.025505271
HIP19365,62.222023,29.18739,1,98.8
HIP19554,62.835709,5.52299,1,130.5
HIP16529,53.205882,23.68846,1,91.9
HIP20357,65.394911,14.40705,3,195.009768986
HIP20082,64.579766,16.08376,2,150.047759064
HIP19696,63.294644,16.76334,1,76.9
HIP18322,58.753291,12.4852,2,96.1931390485
HIP19767,63.576804,12.34473,2,125.419815021
HIP20890,67.156285,19.73982,2,109.020823699
HIP18018,57.759817,23.90032,6,124.223669242
HIP20540,66.019755,12.96992,1,91.9
HIP20751,66.702986,10.86947,1,104.1
HD030447,71.706657,-26.30118,11,377.8950648
HD018599,44.263131,-56.19302,17,327.513648571
HD836985,114.029236,-3.11133,10,121.051641872
HD191089,302.2719,-26.22668,12,404.58514555
HIP20187,64.903694,12.62073,1,52.9
HIP19781,63.605495,14.62056,2,86.4866463681
HIP21475,69.174685,11.91091,2,116.570407909
HIP20951,67.382346,17.89141,2,139.258213402
HIP22751,73.410454,23.01816,1,86.2
HIP23599,76.113918,10.18492,2,120.63241687
HIP22380,72.263873,18.63825,1,76.6
HIP22566,72.846451,15.4302,1,105.6
HIP21099,67.813996,20.12985,3,136.326446444
HIP19263,61.928389,16.51467,1,83.3
HIP23312,75.20574,4.7317,1,88.5
HIP20419,65.606896,11.30131,1,77.3
HIP26159,83.65014,21.62014,1,78.4
HIP20827,66.945381,14.41426,2,125.840613476
HD921581,352.75729,-69.08748,10,161.195502419
Astraea,1.492293,-5.30602,3,38.3384924065
Io,145.031152,14.74029,1,262.7
HD191584,303.103429,-42.78307,1,60.8
HD60060,112.495691,-52.65278,3,239.48851747
HD56160,108.711359,-27.03683,4,233.326659428
HD60341,113.330319,-19.41092,3,209.567292295
HD3750,9.964908,-44.79555,3,188.771819931
HD36874,83.279245,-35.13832,3,211.196235762
HD220572,351.32929,-56.84962,2,147.524438653
HD23526,56.537464,6.80304,1,96.0
HD15248,35.702337,-73.6461,1,101.6
HD13468,32.898848,-1.82285,1,95.7
Sun,207.499943,-5.00013,1,32.0
HD18784,45.292517,-7.66123,1,100.9
HD15220,36.646568,-20.03989,1,100.2
HIP20527,65.975485,14.04965,1,40.0
HIP20842,67.00092,21.61873,2,178.447191068
HIP20614,66.236242,19.04078,5,192.969479452
HIP20019,64.412905,16.94891,1,133.7
HIP20693,66.485835,5.15119,2,128.077008085
HIP20850,67.019059,13.87002,2,116.113909589
HIP21137,67.96558,15.85293,3,165.548240703
HIP23214,74.934302,15.91871,1,101.5
HIP21152,68.019999,5.41273,1,97.8
HIP20762,66.724543,13.13623,2,59.1689107556
HIP20485,65.855135,15.76511,2,50.5920942441
HIP20826,66.940471,11.73504,1,107.2
HIP21459,69.119104,23.34193,1,115.9
HIP22550,72.801691,11.06945,1,103.5
HIP21829,70.393081,-0.74306,1,98.5
HIP24021,77.439017,7.18004,1,92.2
HIP21543,69.380409,15.14405,1,93.3
HIP21267,68.442544,13.24996,1,94.3
HIP21066,67.73637,10.75023,1,97.9
HIP27431,87.129657,7.5523,1,119.0
HIP21474,69.166866,15.86729,1,102.6
HIP22177,71.578068,3.63826,1,37.3
HIP21194,68.165183,12.21721,1,43.7
HIP22893,73.85997,10.20924,1,94.1
HIP21684,69.824897,11.26548,1,84.4
HIP23044,74.345648,0.99292,1,95.8
HIP21306,68.608486,12.73235,1,89.5
HIP23662,76.273627,6.13225,1,93.2
HIP21723,69.961828,12.72667,1,69.6
HIP21983,70.884457,11.16806,1,57.1
HIP23498,75.783156,13.73188,1,76.9
HIP26844,85.496217,15.33835,1,40.7
HIP22253,71.856175,23.04928,1,54.1
HIP22782,73.51146,17.02546,1,112.7
HIP20899,67.200149,17.28412,1,112.9
HIP22524,72.701214,16.20918,2,134.841425386
HIP21256,68.406142,21.152,1,54.6
HIP22654,73.096498,18.99452,1,59.1
HIP22271,71.921191,26.14893,1,52.1
HIP21261,68.42553,19.01411,1,51.9
HIP19981,64.278301,22.67319,1,61.8
HIP20978,67.48966,16.67134,1,48.8
HIP22684,73.175522,20.0018,1,75.3
HIP22224,71.704664,17.74672,1,47.0
HIP22105,71.366946,19.34949,1,73.4
HIP21741,70.023843,23.30473,1,69.2
HIP21353,68.720002,28.06316,1,60.8
HIP20949,67.374004,26.67029,1,61.0
HIP23589,76.087226,21.27663,1,69.5
HIP25871,82.842524,27.76932,1,95.9
HIP21280,68.492504,15.16123,2,124.923536613
HIP25694,82.313999,21.31723,1,95.9
HIP20626,66.290879,25.74806,1,92.2
HIP21332,68.676634,17.74908,1,102.0
HIP23772,76.636679,26.49448,1,80.2
HIP22203,71.626895,15.47269,1,90.2
HIP25141,80.701173,28.74572,1,79.8
HIP23574,76.02094,17.12247,1,69.0
HIP20557,66.057981,21.7347,2,120.072061696
HIP25929,82.998302,24.99058,1,67.4
HIP23056,74.415955,27.3742,1,79.4
HIP20491,65.8731,24.40411,1,89.1
HIP23069,74.456384,14.00264,1,83.4
HIP22850,73.74051,19.48481,1,87.2
HIP21788,70.200991,23.80831,1,85.4
HIP24046,77.51548,27.55732,1,103.9
HIP27502,87.354716,18.61888,1,104.2
HIP19870,63.924104,20.81785,1,102.2
HIP19591,62.980876,23.63466,1,82.5
HIP20226,65.017151,23.59997,1,117.6
HIP19504,62.674392,18.422,1,123.7
HIP19808,63.716366,13.05372,1,39.4
HIP19934,64.139559,21.9081,1,113.4
HIP19793,63.631343,23.57318,1,113.3
HIP19641,63.128594,17.27642,1,109.9
HIP20237,65.054103,19.23438,1,141.7
HIP19796,63.642434,10.69845,1,110.1
HIP20130,64.742009,19.90783,1,135.1
HIP19789,63.623625,22.44983,1,120.0
HIP19449,62.476749,4.32483,1,60.7
HIP20441,65.686373,16.79143,1,134.5
Sun,42.50006,-5.00014,2,22.2020269345
LMC-ECL-12669,79.806587,-69.11413,2,4.52769256907
HD10142,24.614584,-36.52659,1,111.3
OW_Gem,97.91899,17.07681,2,77.9481879199
Sun,240.000007,-20.00014,3,70.9355341137
HD68312,122.888795,-7.77364,1,176.3
HD110058,189.945749,-49.19819,12,530.901205499
HD92536,159.838411,-64.11403,10,746.420464618
HD71043,125.729221,-52.12552,10,738.81835386
HD225200,1.083735,-29.2717,5,499.99550998
HD256,1.82416,-17.3891,6,576.941790825
HD126135,216.187655,-40.75427,4,428.327304757
HD46190,96.954622,-62.15214,12,712.824094711
HD132238,224.809837,-37.8799,1,238.7
HD125283,214.854299,-37.00167,1,314.3
HD71722,126.602775,-52.80905,5,548.920331196
HD136482,230.547762,-37.63645,1,192.0
HD135454,229.155785,-42.37142,1,181.7
HD128207,219.185836,-40.21065,7,627.9867833
HD137015,231.277873,-38.16866,1,147.8
HD138965,235.051917,-70.2297,1,199.8
HD85672,148.490406,27.69225,1,114.7
HD115116,199.598917,-78.82392,2,296.15869057
HD136246,230.131726,-28.28608,1,198.9
HD131835,224.227989,-35.69476,1,201.8
2M1129-0127,172.334538,-1.45338,72,141.376447826
HD22282,53.802942,-0.73932,1,92.0
HATS643-001,83.853171,-33.78663,2,23.3403084813
HATS601-056,100.572613,-29.77463,10,23.7429989681
A130406,196.02625,-8.07339,9,131.59897416
HATS606-007,144.92825,-28.58393,4,23.9620533344
HATS598-003,76.190296,-30.06542,9,58.0904467189
HATS602-040,113.431048,-29.86216,4,13.8820027374
HATS606-016,144.214971,-27.19435,3,29.6109776941
HATS699-001,192.190935,-47.61462,11,53.7022345904
HATS598-011,82.647862,-27.66869,3,24.0725985303
HATS608-001,156.099015,-27.0907,7,58.4350066313
HATS563-014,171.042615,-25.34857,5,26.7772291322
HATS700-028,200.004807,-47.70819,6,28.1300551013
HATS601-012,100.364987,-31.59022,7,73.5686753992
HATS602-086,112.1545,-31.62283,3,32.9369093875
HATS647-005,108.671048,-33.90627,8,20.1457191482
HATS608-007,161.255715,-28.40838,5,42.2277160169
HATS606-001,141.858432,-29.63877,6,34.2451456414
HATS606-006,141.971724,-27.4733,2,55.5835407292
HATS565-001,185.672475,-24.03261,6,23.6985231607
HATS606-010,144.288526,-29.79901,9,32.6027606193
HATS598-010,81.538509,-27.11921,4,24.3444038744
HATS602-022,109.483423,-31.16167,2,12.1433109159
HATS601-039,105.730481,-27.01344,1,7.2
HATS602-067,113.796271,-29.05118,2,9.64002074687
HATS606-017,147.776688,-30.89958,1,10.2
HATS602-003,111.764966,-32.18433,7,23.4119627541
HATS565-009,187.540135,-23.26059,2,14.1823834386
HATS610-016,174.752391,-29.841,1,7.6
HATS653-001,159.6913,-34.04881,3,24.8710675284
HATS610-007,174.759287,-32.19037,3,12.3040643691
HATS610-015,174.009698,-29.54259,4,12.3907223357
HATS560-001,148.391794,-26.05751,1,9.7
C02T001,242.571306,-24.98862,12,104.05042047
SW1131-4141,172.858353,-41.69101,22,58.5469042734
HATS777-011,274.183583,-59.52234,2,17.6400113379
HATS748-002,295.249907,-54.45073,3,25.606835025
HATS779-003,296.670811,-63.56394,2,15.418495387
HATS747-013,289.385601,-50.21491,7,24.4163879393
HATS600-019,95.795796,-27.72697,2,19.2200416233
HATS777-009,270.16698,-60.60686,3,34.7128218386
HATS776-001,268.891564,-61.74756,2,9.16787870775
HATS747-002,285.097874,-54.8929,3,16.2643782543
HATS777-003,281.559444,-57.6933,2,13.152946438
HATS601-078,107.030842,-30.59311,2,8.30060238778
2M1130+0735,172.557844,7.58349,8,19.2059886494
HATS747-008,286.153972,-54.50744,1,5.0
HATS747-032,294.631078,-55.33219,3,23.5908880715
HATS606-028,140.086017,-31.26744,3,9.77752524926
HATS610-014,177.830652,-27.11734,1,6.0
HATS710-001,290.379609,-48.38014,2,12.4390514108
HATS777-021,280.184767,-58.45902,3,17.9379486007
HATS610-008,175.814611,-30.07115,2,9.97045635866
HATS777-012,270.566764,-58.14149,2,9.61769203084
HATS655-001,176.625969,-33.85788,2,6.84470598346
HATS700-002,196.749427,-48.29651,1,7.9
HATS700-017,200.633583,-44.68796,1,6.0
HD168432,274.949667,-4.96046,6,305.082169259
HD86997,150.073503,-59.0151,7,333.247835702
HD122603,210.695838,3.54538,5,317.210939282
HD90774,156.786314,-62.02114,5,306.105962046
HD134330,227.680469,-43.71703,5,289.411817312
HD116941,201.681068,16.94376,6,293.361398279
HD157060,260.659221,-35.91089,3,370.074870803
HD184588,295.731663,-75.3994,7,289.771461673
HD105665,182.4912,-13.43471,8,288.708780608
HD146546,244.586988,-36.56623,6,298.606262493
HD117190,202.108876,15.70672,6,289.791666547
HD106869,184.383017,-48.92561,2,365.719564694
HD109591,189.027783,-42.85292,6,295.872252839
HD175128,283.833917,-32.54336,8,264.917477717
HD128760,220.052924,-45.54574,6,255.918717565
HD188345,298.49368,20.00526,5,240.383318889
HD148998,247.891163,8.30013,6,249.368602675
HD142921,240.154265,-61.30921,8,294.903594417
HD216054,342.54085,-41.4921,2,8.76584280032
HD198227,312.146922,9.46156,4,228.424801631
SW1145-4203,176.298381,-42.06469,36,108.457918107
SW1332-4228,203.10385,-42.47505,55,168.595551543
SW1430-4609,217.608788,-46.1592,19,61.3063618232
SW1400-3035,210.192664,-30.58126,56,319.570227024
OGLE-GD-ECL-01107,160.33955,-62.05789,8,20.1769670664
OGLE-GD-ECL-01343,160.560586,-62.63494,3,7.88986691903
HD54131,107.089456,15.92922,1,114.6
OGLE-GD-ECL-04803,163.807812,-61.62338,4,12.1354851572
HD177873,287.087687,-40.4966,1,207.1
HD62713,115.924956,-40.9354,1,162.4
HD39523,87.458102,-56.17056,1,174.4
HD45415,96.832839,2.9057,2,155.399678249
OGLE-GD-ECL-10904,203.091812,-63.97577,1,2.4
OGLE-GD-ECL-01928,161.144453,-61.81977,5,10.7786826653
OGLE-GD-ECL-06071,164.785905,-60.75329,2,4.20594816896
OGLE-GD-ECL-05732,164.522466,-61.37543,2,7.30068489938
HD90177,155.72711,-59.62559,1,65.0
NGC6781,289.617913,6.54052,2,3.10161248385
Hen2-161,246.158112,-53.3779,2,2.60768096208
L2 Pup,108.387773,-44.64287,2,95.7096128923
Ceres,305.561938,-23.54858,1,67.0
C02T009,249.02505,-19.74425,13,89.4428868049
C01T016,174.012391,-2.52187,8,73.591983259
C02T002,245.440391,-23.54739,3,67.5595293056
C01T005,174.961073,0.60417,8,48.3718926651
M59,303.467505,13.38707,3,31.2795460325
C01T002,171.515241,1.22922,6,45.9514961672
M17,343.996515,17.80777,3,49.8029115615
V4090_Sgr,294.98226,-39.43479,1,70.3
OGLE-GD-ECL-06006,164.732504,-60.17926,1,4.2
SW2150+0411,327.570959,4.19335,27,102.324239553
ASAS193435-1921.7,293.643266,-19.35952,2,22.9863002678
ASAS183406-1519.1,278.522081,-15.31757,2,122.594657306
ASAS175621-2738.0,269.088789,-27.63198,2,27.9565734667
HD907691,243.55799,-19.65876,6,91.2720110439
Ceres,305.500783,-30.70662,41,513.027806264
C03T004,338.368682,-9.02221,7,61.6620628912
Ceres,300.354902,-31.87124,34,650.347599365
HATS587-004,354.990706,-20.46077,1,11.8
HATS535-001,320.053489,-18.67795,1,4.9
HATS777-001,281.839611,-60.54116,4,24.0306054855
HD 2134,6.104529,-78.248,21,268.622895525
HD200133,316.300032,-66.95868,14,212.027238816
HD11231,27.40211,-34.45708,16,320.738896924
HD 173427,281.567524,-27.34915,7,257.923729036
HD 183877,293.168568,-28.02756,9,504.061345473
HIP-14157,45.637712,-15.27434,1,70.5
47Tuc-V2,6.072366,-72.14072,10,37.2562746393
HATS602-124,110.909371,-26.71191,1,6.4
HATS602-123,109.779713,-29.39802,1,7.6
HATS601-061,103.519142,-27.05081,3,19.3889143585
CL001-04,53.646963,20.59795,26,151.091296904
CL005-04,52.340439,22.29876,4,15.6923548265
HATS747-034,292.964074,-52.64498,2,18.0543623537
CL007-04,58.513714,15.13531,3,11.1897274319
HATS602-152,110.387109,-29.59817,1,4.0
HATS596-002,67.510067,-28.24583,2,34.8726253672
HATS778-018,290.664727,-62.01958,3,14.4951716099
CL002-04,55.25273,13.51856,3,30.3687339216
HATS602-154,109.049634,-26.51647,1,10.6
HATS778-035,283.129687,-59.8156,2,44.8876374963
CL004-04,54.29113,17.34223,2,26.9429025905
CL003-04,60.791628,16.34447,2,20.1308221392
HD202560,319.327733,-38.8661,8,459.812635755
HD222480,355.283196,-32.07019,8,569.850541809
HD14412,34.741297,-25.94456,8,782.531373173
HD3074A,8.42966,-35.00609,8,681.984178702
HD6107,15.324458,-60.85721,8,543.666027999
HD10360,24.948127,-56.19076,8,954.174444219
HIP35096,108.864343,-48.22892,2,127.99316388
HIP40840,125.000282,-50.88353,1,72.9
HIP1825,5.771776,-3.60171,1,81.0
HIP3924,12.584773,-64.06649,1,83.7
HII2506_plei,57.482327,23.22019,4,123.449179827
Pels18_plei,54.800027,24.46512,3,73.8763155551
HIP3466,11.080054,7.77253,1,82.2
HIP2482,7.879433,-4.2812,1,85.7
HIP41282,126.326024,-21.04443,1,117.1
Pels25_plei_abi,55.00749,27.74393,1,55.5
HIP53049,162.806254,9.22118,1,63.9
HIP38134,117.220654,-24.97319,1,83.5
Pels140_plei,56.241632,22.02981,2,73.5070064688
Pels42_plei,56.431843,25.5957,2,79.266449397
HIP2751,8.780012,7.72505,1,69.1
HIP1427,4.457344,16.33245,1,79.2
HIP43299,132.311327,-15.56404,1,80.5
HIP38138,117.24055,0.66432,1,84.0
HIP420,1.271701,-52.1527,1,114.4
Pels17_plei,54.918496,23.29338,2,70.054050561
HIP33799,105.266254,-21.96371,1,90.1
HIP5651,18.140278,-20.45872,1,93.2
HIP44379,135.598247,-2.36417,1,70.8
HIP46535,142.362123,-44.5329,1,79.4
HIP34146,106.203802,-16.28362,1,66.5
Pels26_arc,56.185691,20.74537,2,55.3000904158
HIP36312,112.119451,-49.14918,1,75.5
HIP2724,8.670574,11.13627,1,79.0
HIP9497,30.54592,-24.04039,1,85.3
HIP1468,4.572269,19.40421,2,76.8344323855
Pels70,58.221898,24.7137,3,76.4724133266
Pels35_plei_abi,55.596516,21.47025,3,90.7956496755
HII1215,56.717687,23.58198,9,121.741036631
HIP32326,101.209827,-66.8647,2,97.15991972
HIP5144,16.462813,4.90953,1,98.6
HIP10460,33.718162,-6.10591,1,71.3
HIP6572,21.105059,6.48263,1,99.3
HIP3101,9.861688,26.73817,2,63.377993026
Pels86_ella,59.502761,20.67814,1,90.2
Pels15_plei,54.589558,22.50123,2,61.0948442997
HIP45685,139.699778,-24.45849,1,96.4
HIP30067,94.916492,16.01501,1,105.9
HIP4747,15.255725,-4.64739,1,69.5
HIP33277,103.823953,25.37851,1,149.4
HIP43432,132.69279,-8.08029,1,94.1
HIP29932,94.520075,-56.44363,1,128.2
HIP40479,123.970375,2.45835,1,102.3
HIP7869,25.289044,-67.67683,1,99.6
HIP33212,103.674816,24.24773,1,90.8
HIP44100,134.726592,25.92564,1,96.4
Pels6,53.527575,24.34267,1,29.6
HIP30261,95.486068,-34.51068,2,10.8226614102
HIP47974,146.678712,-3.21118,2,81.1436380747
HIP5631,18.076488,12.2784,2,62.2656406054
HIP135,0.426263,-0.21613,2,31.7804971641
HIP3476,14.012997,-20.70125,2,81.8477244644
HIP38750,119.000748,6.51377,1,15.4
HIP32649,102.158954,-32.46717,1,7.1
HIP30344,95.738247,-24.55456,2,62.0020160963
